pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{2, 18}]","[]",2,682,"(22,3006);(3007,3759);(3760,5569);(5570,11582);(12444,13541);(19679,24631);(24632,25720);(26437,27020);(33064,40264);(40265,40956);(41140,41673);(48282,53700);(53701,54419);(54420,55057);(55058,55977);(63760,70305);(70306,71809);(79684,85597);(85598,86871);(87333,88049);(88050,89439);(95627,103752);(103753,104442);(104725,105720);(112324,115919);(115920,119204);(119205,120190);(120304,121372);(121373,122264);(129066,133374);(133375,135808);(135809,136642);(144904,147429);(147430,150031);(150032,151222);(151223,152152);(152153,153530);(161316,162807);(162808,165088);(165279,168124);(168125,168878);(170036,170543);(177068,180622);(180740,181820);(182063,183328);(183329,184085);(192783,198236);(198237,201446);(202150,202694);(204234,204737);(208874,213245);(213721,214956);(217255,217755);(221913,227303);(227304,227947);(228192,228771);(228999,229889);(236451,240819);(241405,243190);(243191,243961);(255340,260768);(260769,263373);(263374,264052);(264227,265587);(265682,266516);(266673,267300);(268883,269783);(271773,277070);(277071,279615);(281068,281909);(281910,282571);(288311,295495);(296970,297499);(298511,299012);(304800,308789);(308790,313000);(313278,314164);(314383,315155);(321649,326545);(326546,328522);(329369,330828);(330829,331917);(333338,334054);(338173,345996);(346531,347293);(347429,347929);(348876,349428);(354757,356337);(356338,356997);(357258,358702);(358703,360290);(360754,361531);(366598,367098);(368456,372653);(372654,373771);(373772,374613);(374712,375623);(383207,386399);(386400,388974);(390141,390675);(397483,401137);(401138,401919);(401920,403121);(403122,403950);(404492,405197);(406063,406653);(410667,416750);(416751,418318);(418601,419124);(419277,419816);(425890,431783);(431943,433580);(433581,434098);(441212,449433);(449434,450199);(452334,453048);(457508,462106);(462107,463104);(463105,464422);(464423,465096);(473155,478253);(478254,480121);(480261,482224);(482642,483556);(489797,498060);(504786,505654);(505655,510697);(510698,512014);(512572,513252);(513253,513920);(513921,514648);(521465,527214);(527215,527826);(527827,528446);(529668,530365);(537018,541612);(541698,542406);(542943,543586);(544277,545045);(551878,555248);(555249,556443);(556444,558258);(566143,571730);(571899,573609);(580135,584540);(585722,586907);(587175,587686);(599346,600774);(600775,602316);(603451,604336);(604337,605173);(613506,618842);(619011,619596);(619766,621407);(623537,624070);(630449,635597);(635598,636691);(636929,638308);(638309,639099);(639100,639950);(640316,640868);(645807,650428);(650429,651321);(651322,653123);(653423,654033);(654557,655225);(662398,666901);(666902,667904);(668019,669726);(670899,671732);(677922,679904);(679905,684441);(684442,686023);(686024,686642);(686643,687163);(693671,698311);(708503,710451);(710452,713530);(714124,714888);(715452,716060);(725525,730087);(730088,731836);(731837,733023);(737984,738912);(740235,740923);(741828,749060);(749061,750905);(752563,753183);(758682,763801);(763802,764976);(766886,767424);(769047,769619);(774598,779261);(779858,780951);(780952,781806);(781807,782835);(783574,784790);(785016,785520);(790633,795945);(795946,796740);(796931,797942);(798346,798918);(806861,809935);(809936,811634);(812227,814146);(815054,815554);(821833,823743);(823744,826364);(826635,827313);(827314,827871);(827872,828596);(837351,837914);(837915,842546);(843912,844617);(851820,854498);(854499,856100);(856752,857439);(857440,858023);(858131,858796);(859497,860019);(866011,869327);(869587,870678);(870679,871677);(872292,873266);(881358,885165);(893899,899405);(899406,900578);(900579,901391);(908981,913364);(913513,914014);(914567,915575);(923955,930745);(930746,931467);(939803,945739);(945925,947579);(947580,948410);(948411,949462);(955301,961493);(964103,964918);(971085,976017);(976018,977007);(977008,978232);(986948,991159);(991160,992925);(992926,994294);(1002154,1007967);(1008181,1009145);(1018668,1022184);(1022854,1023739);(1024060,1024922);(1024923,1025427);(1025428,1026026);(1026176,1026857);(1033212,1035267);(1035401,1035925);(1035926,1036561);(1036617,1037290);(1038597,1039151);(1039382,1040066);(1040190,1040865);(1048691,1050191);(1050874,1055331);(1055617,1058123);(1063675,1065555);(1065859,1067008);(1067533,1068195);(1068265,1069220);(1076453,1081697);(1082454,1082962);(1083208,1083714);(1084197,1084714);(1090662,1094086);(1094384,1095499);(1095500,1096635);(1097365,1099002);(1105304,1111639);(1111640,1112592);(1121390,1124832);(1124915,1125474);(1125475,1128233);(1128234,1128783);(1128875,1129618);(1136256,1139356);(1139357,1141958);(1141959,1142623);(1142624,1144131);(1144298,1145047);(1145048,1145626);(1146145,1147186);(1151584,1156405);(1156406,1158240);(1158241,1159623);(1161592,1162142);(1167655,1170839);(1171636,1173169);(1173170,1174140);(1174312,1176005);(1176509,1177088);(1183315,1185814);(1185815,1187352);(1187353,1187858);(1188986,1189587);(1189588,1190262);(1190700,1191334);(1191335,1192006);(1192156,1192656);(1198497,1199468);(1199469,1201365);(1201366,1202868);(1203906,1204407);(1213068,1214613);(1215280,1217339);(1217418,1217989);(1225308,1227478);(1227647,1228425);(1228426,1229285);(1229410,1231289);(1240143,1241416);(1241417,1242017);(1242018,1243418);(1251625,1253899);(1254533,1255046);(1264201,1276829);(1276830,1278106);(1278107,1283634);(1291222,1292108);(1292109,1293903);(1293904,1294674);(1294675,1295250);(1295251,1295860);(1295861,1296811);(1296812,1297328);(1297487,1298151);(1303407,1308756);(1308757,1309297);(1310079,1310692);(1317029,1321144);(1321145,1322473);(1322474,1323426);(1323427,1324318);(1331227,1335510);(1335511,1336643);(1336644,1337294);(1337295,1337924);(1339266,1340058);(1340167,1340956);(1341132,1341700);(1345993,1347030);(1347031,1349951);(1349952,1350907);(1350908,1351741);(1360884,1367078);(1367233,1367985);(1376444,1379357);(1379602,1382818);(1383231,1384112);(1385158,1385718);(1385719,1386470);(1391893,1395533);(1395534,1396089);(1396285,1396786);(1396787,1397688);(1399112,1399765);(1406750,1409291);(1409292,1412971);(1421884,1422720);(1422810,1424125);(1425313,1426926);(1435564,1436376);(1438321,1439581);(1448693,1450131);(1450747,1451338);(1452147,1453030);(1453320,1454690);(1455411,1456109);(1461122,1461804);(1461805,1462537);(1462756,1463649);(1466566,1467305);(1473582,1477898);(1478817,1479654);(1479655,1480438);(1482045,1482709);(1487463,1491488);(1491489,1492531);(1492532,1493525);(1493526,1494342);(1495900,1496406);(1501124,1504452);(1504726,1505234);(1505505,1506045);(1506046,1506743);(1506744,1507354);(1515446,1517101);(1517901,1519020);(1520078,1520919);(1521726,1522645);(1522646,1523577);(1529673,1532086);(1532087,1533461);(1533462,1534062);(1534744,1535499);(1535500,1536303);(1537321,1537948);(1544629,1546519);(1546520,1548519);(1548520,1549339);(1549340,1551127);(1559190,1560552);(1560553,1561429);(1561430,1562184);(1562509,1563428);(1564769,1565498);(1565584,1566195);(1573556,1574267);(1574268,1575469);(1575470,1576151);(1576152,1577241);(1577288,1578290);(1587415,1588982);(1590029,1591153);(1601112,1602667);(1602910,1604655);(1605121,1605640);(1613993,1616618);(1616792,1618046);(1626896,1628903);(1629036,1630532);(1638593,1644006);(1644882,1645383);(1652670,1655807);(1656070,1657820);(1666615,1670432);(1670598,1671153);(1681063,1684169);(1684170,1685008);(1685334,1686015);(1687623,1688601);(1695501,1698847);(1698848,1700683);(1700684,1701454);(1710091,1712809);(1712810,1713658);(1715497,1716635);(1716727,1717314);(1718064,1718725);(1724756,1727340);(1727341,1729388);(1739244,1740373);(1740374,1741043);(1741044,1742038);(1742375,1743684);(1744274,1744926);(1744927,1745549);(1745637,1746327);(1754280,1755207);(1755208,1756457);(1757231,1757810);(1766406,1767555);(1767945,1768827);(1778579,1780081);(1780701,1781699);(1782250,1782916);(1791519,1792055);(1792056,1793808);(1794874,1795549);(1802435,1805494);(1805495,1806912);(1815939,1817994);(1817995,1818686);(1818687,1819482);(1819483,1820143);(1829359,1832473);(1832838,1833873);(1834134,1834740);(1843541,1846855);(1846856,1847660);(1847661,1848180);(1848181,1848782);(1849697,1850235);(1852510,1853010);(1857820,1859695);(1859696,1860870);(1860871,1861610);(1863251,1863756);(1872341,1876225);(1876360,1876913);(1877592,1878363);(1886769,1887862);(1888010,1888596);(1888847,1889567);(1889568,1890634);(1900839,1904222);(1904563,1905125);(1906261,1906794);(1914553,1915327);(1915328,1916272);(1918541,1919120);(1927566,1928742);(1942545,1944817);(1944818,1947520);(1949553,1950585);(1955940,1958169);(1958170,1960640);(1960641,1962632);(1963151,1964045);(1971236,1973067);(1973179,1974279);(1980254,1982633);(1982634,1983422);(1983964,1984651);(1988190,1988783);(1988784,1991484);(1991572,1992201);(1992202,1992908);(1993767,1994373);(2001575,2002617);(2002618,2003449);(2004840,2005776);(2013023,2014182);(2015031,2016351);(2019123,2019914);(2025985,2028096);(2028567,2029333);(2038743,2040123);(2040124,2041024);(2041025,2042397);(2042398,2043265);(2043456,2043961);(2044626,2045127);(2046754,2047394);(2052218,2053672);(2053673,2055319);(2055320,2056613);(2056751,2057330);(2057331,2057886);(2066238,2068058);(2068059,2069602);(2069651,2070194);(2070195,2070904);(2080372,2082526);(2082527,2083222);(2083401,2084165);(2085295,2086236);(2094001,2095186);(2096457,2098001);(2106982,2108642);(2110113,2111020);(2111305,2111883);(2119919,2120702);(2120703,2121683);(2121912,2123096);(2132510,2133253);(2133254,2133765);(2133766,2134473);(2135022,2135721);(2144584,2145790);(2145791,2146406);(2147861,2148541);(2148673,2149621);(2156578,2157944);(2157945,2159510);(2167314,2168926);(2168927,2170285);(2170480,2171216);(2172170,2172776);(2179024,2181232);(2181233,2182501);(2184479,2185212);(2191144,2193835);(2194397,2195140);(2195141,2196107);(2196108,2196939);(2203913,2205113);(2205114,2207258);(2207259,2207814);(2207815,2208396);(2216722,2219104);(2219105,2219685);(2219771,2220770);(2222951,2223533);(2229777,2232529);(2232530,2233379);(2233380,2234153);(2243010,2243923);(2243924,2245337);(2245956,2246456);(2255457,2256446);(2268908,2269815);(2278936,2280373);(2280544,2281186);(2289682,2291734);(2291983,2292623);(2299763,2300817);(2302048,2303019);(2309303,2310920);(2311084,2312246);(2312521,2313022);(2314058,2314560);(2320435,2321893);(2322470,2322970);(2323276,2324233);(2324724,2325636);(2331695,2333099);(2333100,2335714);(2343363,2344214);(2344215,2345185);(2346390,2347139);(2355184,2356687);(2356906,2357439);(2357440,2358139);(2360139,2360639);(2367428,2369347);(2371431,2372031);(2379390,2380927);(2381799,2382459);(2391099,2391783);(2391784,2393415);(2393416,2394079);(2394694,2395306);(2402494,2403327);(2403432,2405041);(2405042,2405595);(2412788,2414054);(2424027,2425237);(2428558,2430606);(2430607,2431488);(2434177,2434742);(2439826,2442932);(2442933,2443955);(2443956,2444738);(2451597,2454165);(2454894,2456285);(2463202,2465200);(2465201,2465798);(2465895,2466409);(2466410,2467296);(2475217,2477724);(2477892,2478392);(2479408,2479967);(2487373,2490276);(2499187,2501856);(2501996,2503082);(2511011,2511810);(2511811,2513106);(2513317,2513925);(2521447,2522720);(2522981,2523567);(2532512,2533138);(2540842,2541749);(2543781,2544806);(2551560,2553055);(2554788,2555720);(2555869,2556395);(2571468,2573863);(2573864,2574792);(2577487,2578015);(2578145,2578680);(2584149,2585668);(2585857,2587476);(2587477,2588044);(2588045,2588997);(2589429,2590163);(2597074,2598314);(2598315,2599002);(2599650,2600610);(2600949,2601449);(2608416,2609785);(2609786,2610404);(2610405,2611179);(2612239,2612875);(2620422,2621630);(2621631,2623334);(2623428,2624238);(2625657,2626535);(2632475,2633376);(2633459,2634412);(2634750,2635414);(2635604,2636123);(2644433,2645607);(2645608,2646359);(2646663,2647164)"
"[{2, 21}]","[]",2,281,"(614,1435);(5497,6663);(6664,7761);(7762,8424);(8950,9481);(19817,20470);(20471,21467);(22934,23977);(33478,34075);(34303,35082);(36025,36686);(37920,38836);(48937,50081);(50301,51011);(51634,52468);(63919,65021);(65996,67324);(81322,82208);(96338,97210);(97211,98222);(112707,113596);(113597,114541);(114803,115536);(115996,116741);(131316,132008);(132127,132895);(149984,150600);(161763,162619);(163244,164174);(177334,177928);(179279,179946);(193548,194055);(194056,194726);(194727,195304);(195994,196518);(224000,224947);(224948,225580);(237939,238589);(238807,239583);(255719,257312);(257313,258155);(272411,273334);(273335,273981);(274224,274731);(288152,289240);(289241,289790);(305318,306511);(307047,307732);(321829,322531);(324801,325405);(325515,326015);(340068,340584);(341951,342569);(344998,345533);(355281,355955);(356137,356814);(356864,357723);(357724,358251);(368953,369732);(369733,371844);(383667,384506);(384507,385483);(387116,388266);(397384,398262);(398263,400208);(410674,413788);(414772,415315);(425906,428381);(428382,429862);(441442,442053);(442575,443599);(443600,445641);(447349,448109);(457734,458487);(473077,474567);(478513,479013);(491070,491792);(493455,494016);(504981,505608);(506016,507898);(508399,509279);(521610,522257);(522258,522940);(537049,537654);(537655,538268);(539980,540754);(540755,541255);(552817,554257);(566204,568073);(580485,581348);(583569,584368);(599407,600293);(615806,616457);(630045,630996);(630997,632125);(632633,633272);(645882,648683);(662442,663252);(664292,665174);(668540,669112);(678398,678979);(678980,679934);(680043,680603);(680834,681531);(681661,682726);(693549,694478);(696625,697200);(708726,709295);(709296,710479);(725582,727341);(727500,728500);(728733,729255);(729256,729814);(742676,743339);(743340,744222);(744366,744875);(745340,745862);(759216,759881);(760465,761505);(774761,775518);(775519,776350);(776351,777715);(777716,778358);(790633,791479);(792922,793469);(806861,808012);(810714,811544);(822726,823702);(838052,838578);(852857,853834);(866720,868135);(868257,868757);(868758,869366);(870253,870827);(881396,881996);(881997,882512);(882513,883418);(883972,884483);(893982,895377);(895378,896146);(898352,899054);(909445,910364);(910498,911049);(924514,925231);(925232,925834);(925835,926737);(926925,927536);(927537,928371);(929151,929666);(943602,944417);(956091,956862);(974593,975117);(987164,988896);(989813,990372);(1002653,1003548);(1003549,1004564);(1004785,1005324);(1019023,1020308);(1033160,1034149);(1051248,1052532);(1052533,1053594);(1064148,1064785);(1066913,1067494);(1076914,1078209);(1078210,1079542);(1079543,1080225);(1080601,1081662);(1090662,1092937);(1092938,1093450);(1105464,1106609);(1106942,1107869);(1122142,1123048);(1136694,1137387);(1138730,1139279);(1139995,1140730);(1151855,1152826);(1152827,1153732);(1153733,1154617);(1167811,1169150);(1169151,1170257);(1170334,1170915);(1171101,1171689);(1172230,1172887);(1183696,1184497);(1184498,1185462);(1186500,1187112);(1199623,1200136);(1228672,1229644);(1264365,1265355);(1265872,1266489);(1267267,1270217);(1270218,1271251);(1272394,1272976);(1272977,1273965);(1274133,1274883);(1275433,1275958);(1277923,1279398);(1279507,1280096);(1280426,1280997);(1281499,1282076);(1292362,1292992);(1317160,1318595);(1318596,1319156);(1319157,1319951);(1331509,1332436);(1346956,1347520);(1347521,1348169);(1377169,1378108);(1391829,1392426);(1406968,1407550);(1408123,1409327);(1421794,1422582);(1437508,1438249);(1449006,1449592);(1449593,1450464);(1461662,1462176);(1473580,1474239);(1474938,1475525);(1475808,1476336);(1487463,1488692);(1502871,1503604);(1515710,1516522);(1529725,1530485);(1544606,1545293);(1548411,1548911);(1559322,1560147);(1573651,1574267);(1574416,1575332);(1613922,1614618);(1615113,1615751);(1626993,1627826);(1627827,1628429);(1638675,1639283);(1639284,1640402);(1641091,1642083);(1654692,1655369);(1666683,1667184);(1667834,1668391);(1681291,1681809);(1695541,1696346);(1711542,1712056);(1712226,1713035);(1725073,1725581);(1726068,1726641);(1779101,1779670);(1802692,1803208);(1803906,1804591);(1816022,1816666);(1816790,1817760);(1844183,1844795);(1845243,1845793);(1873160,1874186);(1886861,1887673);(1887974,1888474);(1942615,1943168);(1957944,1958561);(1971907,1972424);(2001977,2002589);(2145076,2145590);(2145813,2146513);(2167479,2168050);(2168051,2168694);(2179885,2180615);(2191139,2191860);(2217367,2217867);(2231120,2231739);(2243010,2243613);(2244459,2245186);(2323714,2324272);(2343856,2344762);(2367422,2368095);(2391501,2392032);(2392230,2392966);(2413150,2413796);(2439826,2440457);(2451828,2452342);(2463539,2464157);(2475279,2475964);(2512211,2512733);(2551313,2552360);(2571498,2572328)"
"[{2, 22}]","[]",2,1,"(1264198,1264722)"
"[{2, 23}]","[]",2,382,"(1198,1943);(4660,5290);(5535,8545);(10067,10925);(19496,20796);(22250,22758);(22759,23354);(33499,35112);(35226,36836);(37095,38443);(49225,49861);(49862,51011);(51012,51634);(52297,52809);(53540,54203);(63957,64772);(67076,67685);(68205,69444);(80248,81887);(82034,82823);(95627,97537);(97538,99256);(99387,99990);(100103,100766);(101348,102053);(112347,113339);(113340,114678);(114679,116420);(118310,118863);(119417,120239);(121525,122071);(129055,130316);(130417,132203);(132204,133066);(145756,146993);(148989,149834);(161424,162676);(163261,163822);(168134,168634);(177739,178967);(179519,180242);(180781,181303);(182340,182842);(195679,197234);(209171,209730);(209920,210783);(210784,211327);(222091,222611);(237588,238199);(238705,239787);(255321,256110);(256111,257091);(257092,258455);(258993,259641);(272556,273170);(273171,273922);(275128,275731);(277132,277968);(277969,278546);(288419,289194);(289195,290401);(290402,291244);(291379,291934);(292733,293771);(305077,307426);(307427,308723);(308724,309498);(309499,310201);(310265,311161);(312014,312522);(322865,323388);(323670,324540);(325032,325894);(339371,341015);(342569,343426);(343853,344808);(344809,345756);(354979,356355);(356356,357307);(359578,360511);(368455,369602);(369603,370398);(370399,371707);(374458,375237);(383181,384097);(384300,384821);(387041,388224);(397317,398251);(398252,398955);(400648,401369);(410667,413590);(413591,414195);(414927,415595);(426205,427163);(427164,427798);(428391,429195);(429196,429956);(430389,430889);(431542,432350);(441404,442447);(442448,445300);(446013,446853);(447983,448525);(457459,459380);(459554,460248);(460340,460922);(461309,462088);(473818,474466);(474837,476377);(476786,477547);(477548,478341);(489938,490501);(490502,491895);(492460,493134);(493135,494560);(504830,505383);(506174,507071);(507301,507961);(508141,509539);(510373,510877);(511021,511521);(511522,512214);(521635,523083);(523084,523809);(523960,524573);(524883,525700);(525701,526290);(537019,538185);(543012,543556);(552354,552982);(552983,553802);(555104,556032);(556033,556897);(566336,567355);(567356,568030);(568928,569877);(569974,570679);(581789,582965);(615844,616344);(617661,618181);(633308,633934);(633935,634814);(634937,635616);(646133,648061);(648062,648659);(649870,650377);(663615,664902);(665004,666220);(677979,678989);(678990,679934);(680062,680730);(683469,684314);(693751,694831);(696330,696977);(709283,709795);(726141,728171);(732082,732582);(742264,744303);(744900,745986);(774860,775406);(776019,776623);(777325,778447);(779917,780443);(790543,791200);(791286,792286);(792287,792982);(793519,794823);(806708,807626);(807627,808455);(808456,809701);(821942,823301);(823302,823867);(824889,825810);(825811,826456);(826457,827027);(851904,852768);(852769,853475);(853476,854048);(866120,866667);(866668,868139);(868572,869224);(869371,870023);(870350,870868);(882071,882652);(895286,896211);(909608,910933);(912124,912686);(925285,926156);(926157,927135);(941339,942176);(944308,945156);(955247,955793);(957043,958118);(958910,959410);(959673,960206);(971786,972317);(972318,972999);(987865,989217);(989928,990441);(1002264,1003418);(1003565,1004065);(1004066,1004690);(1004823,1005389);(1018784,1019654);(1019655,1020265);(1020266,1020898);(1032885,1034223);(1034224,1034787);(1034905,1036066);(1050449,1051412);(1051413,1052415);(1052416,1054299);(1054300,1054882);(1063850,1064663);(1064664,1065229);(1068539,1069164);(1076486,1077397);(1077626,1078209);(1078665,1079918);(1090846,1092248);(1092831,1094086);(1105464,1106097);(1107707,1108394);(1110016,1110839);(1122543,1123072);(1125690,1126233);(1138459,1139725);(1143216,1143736);(1153666,1154630);(1155456,1156295);(1157512,1158240);(1158514,1159024);(1167811,1168623);(1169518,1170403);(1170404,1171059);(1183025,1183526);(1183527,1184455);(1186187,1186903);(1189836,1190336);(1199967,1200535);(1204905,1205744);(1213265,1214108);(1214219,1214799);(1266640,1267504);(1267505,1268740);(1268741,1269787);(1269929,1272145);(1273134,1275106);(1278346,1279439);(1280595,1281289);(1292280,1292908);(1303056,1305056);(1317160,1317769);(1318746,1319937);(1321859,1322476);(1331422,1332267);(1332268,1333124);(1334937,1335764);(1346098,1346772);(1350093,1350748);(1361523,1362248);(1362354,1363519);(1363771,1365608);(1376468,1377380);(1377381,1378198);(1378294,1379009);(1379010,1379655);(1391957,1393283);(1407324,1409433);(1410657,1412040);(1421760,1422815);(1422816,1423673);(1449592,1450126);(1450653,1451490);(1461643,1462537);(1464606,1465108);(1473601,1474968);(1487959,1488724);(1488725,1489657);(1489658,1490534);(1503338,1504400);(1506612,1507417);(1515446,1516327);(1516328,1517494);(1517567,1518092);(1529942,1531080);(1531081,1531943);(1531944,1532778);(1533335,1533892);(1544652,1545493);(1545494,1546004);(1547127,1547633);(1573657,1574190);(1574313,1574831);(1575356,1575986);(1576555,1577129);(1588341,1589053);(1601320,1602635);(1603836,1604342);(1613884,1614976);(1614977,1615893);(1616579,1617259);(1626963,1628192);(1654223,1655323);(1658152,1658652);(1667185,1668664);(1668665,1669398);(1669739,1670415);(1682060,1683102);(1683103,1684136);(1695501,1696315);(1711404,1711951);(1712161,1713128);(1725767,1726991);(1739265,1740025);(1740281,1741001);(1744027,1744779);(1756263,1756768);(1778576,1779417);(1779418,1780028);(1802660,1803579);(1803580,1804163);(1804164,1804685);(1816826,1817379);(1829554,1830402);(1831060,1831612);(1831859,1832745);(1874064,1875044);(1886956,1887499);(1915940,1916609);(1928289,1928845);(1943383,1943883);(1943986,1944486);(1957185,1957762);(1957977,1959001);(1959819,1960507);(1960894,1961476);(1961477,1962449);(1963351,1964174);(1980409,1980975);(1987880,1988799);(2001478,2002257);(2042528,2043265);(2052449,2053115);(2068958,2069600);(2082033,2082571);(2094453,2095119);(2108395,2109356);(2120438,2121427);(2132803,2133326);(2133327,2133912);(2144595,2145136);(2145137,2145798);(2146152,2146736);(2193296,2193875);(2217742,2218594);(2229777,2230622);(2243575,2244089);(2255457,2255959);(2289635,2291060);(2300062,2300669);(2355194,2355810);(2367810,2368673);(2379554,2380260);(2424468,2425085);(2428587,2429087);(2429200,2430004);(2442326,2442826);(2451598,2452793);(2463902,2464545);(2465121,2465740);(2477053,2477584);(2487600,2488520);(2500436,2501187);(2551589,2552244);(2571535,2572631);(2573132,2573859);(2585202,2585923);(2597103,2597949);(2620400,2621326);(2621980,2622833);(2643797,2644330)"
"[{3, 8}]","[]",2,26,"(0,845);(846,3385);(51169,51796);(257157,257709);(273800,274321);(323933,324529);(411347,411917);(413143,413970);(441561,442216);(443698,444419);(475657,476157);(490135,490701);(512312,512824);(631292,631792);(727221,727842);(1005926,1006426);(1049885,1051191);(1081046,1081613);(1272526,1273149);(1274198,1274698);(1276112,1278317);(1449139,1449754);(1641597,1642164);(1652907,1653433);(1958071,1959284);(1960480,1961365)"
"[{3, 12}]","[]",2,6,"(1277,2010);(2365,2881);(524638,525220);(1050057,1050565);(1050566,1051151);(1277664,1278164)"
"[{3, 17}]","[]",2,6,"(4,599);(845,1396);(1868,3373);(4960,5465);(1049022,1050206);(1050362,1051128)"
"[{4, 8}]","[]",2,6,"(845,1516);(1517,3448);(4686,5253);(323889,324434);(1049945,1050715);(1265172,1265689)"
"[{4, 17}]","[]",2,1,"(2199,2961)"
"[{5, 7}]","[]",2,59,"(149,1040);(5575,6402);(7958,8667);(33675,34186);(34187,35140);(63881,64572);(65891,66414);(79853,81068);(96065,96823);(97216,97720);(100248,100947);(112975,113808);(129626,130433);(130434,131171);(145272,146946);(162555,163536);(177287,178076);(196972,197702);(209227,210034);(210720,211366);(272725,273296);(442580,443128);(459029,459552);(474112,474755);(475110,475680);(489938,490482);(539582,540147);(613858,614541);(630183,630947);(646668,647435);(725543,726374);(727567,728135);(745044,745544);(746128,746653);(758948,759522);(774860,775510);(852124,852769);(957163,957710);(1033005,1033506);(1050491,1051035);(1051915,1052559);(1065246,1065877);(1078844,1079382);(1091164,1092025);(1153650,1154259);(1169546,1170069);(1198929,1199706);(1227677,1228178);(1265009,1265740);(1266281,1267270);(1268916,1269467);(1272357,1273158);(1277162,1278628);(1347048,1347605);(1695947,1696882);(1943045,1943756);(1956860,1957489);(1957490,1958114);(1988535,1989444)"
