pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{33, 42, 15833}]","[]",3,2,"(76440,77047);(76803,78370)"
"[{33, 42, 16011}]","[]",3,1,"(79944,82231)"
"[{33, 42, 16012}]","[]",3,2,"(79946,80478);(80256,82001)"
"[{33, 42, 16218}]","[]",3,1,"(83756,86006)"
"[{33, 42, 16431}]","[]",3,1,"(87449,88142)"
"[{33, 42, 16432}]","[]",3,1,"(87449,88142)"
"[{33, 49, 66}]","[]",3,1,"(17342,17884)"
"[{33, 49, 90}]","[]",3,3,"(46750,47289);(58839,59682);(73486,74618)"
"[{33, 49, 311}]","[]",3,1,"(6241,6965)"
"[{33, 49, 390}]","[]",3,2,"(34735,35590);(42178,42708)"
"[{33, 49, 1147}]","[]",3,3,"(9773,10320);(9897,10397);(20782,21731)"
"[{33, 49, 1716}]","[]",3,1,"(6357,6960)"
"[{33, 49, 2057}]","[]",3,1,"(15984,16579)"
"[{33, 49, 3150}]","[]",3,1,"(58462,59058)"
"[{33, 49, 8979}]","[]",3,2,"(13278,14068);(80806,81883)"
"[{33, 49, 12936}]","[]",3,1,"(58320,59881)"
"[{33, 49, 13042}]","[]",3,1,"(72764,74926)"
"[{33, 49, 14873}]","[]",3,2,"(58392,58911);(59082,59590)"
"[{33, 49, 15833}]","[]",3,1,"(76440,78370)"
"[{33, 49, 16011}]","[]",3,1,"(79944,82270)"
"[{33, 49, 16012}]","[]",3,1,"(79946,82001)"
"[{33, 49, 16218}]","[]",3,1,"(83756,85976)"
"[{33, 49, 16431}]","[]",3,1,"(87449,88132)"
"[{33, 49, 16432}]","[]",3,1,"(87449,88132)"
"[{33, 90, 13042}]","[]",3,3,"(73563,74091);(73847,74468);(74058,74559)"
"[{33, 176, 13042}]","[]",3,2,"(73073,74091);(73743,74243)"
"[{33, 8979, 16011}]","[]",3,2,"(79947,80553);(80806,82054)"
"[{33, 16011, 16012}]","[]",3,1,"(79946,82270)"
"[{33, 16431, 16432}]","[]",3,1,"(87449,88144)"
"[{37, 39, 40}]","[]",3,95,"(3,1613);(1566,2359);(2545,3195);(3626,4755);(4735,5395);(7089,7778);(7651,8221);(7778,9067);(8745,9245);(9457,10007);(10481,12138);(11945,12780);(12459,13319);(13143,13644);(13319,13884);(14772,15761);(15761,16537);(17326,17884);(17154,17884);(18226,19788);(19646,20179);(19844,20806);(20722,21363);(21610,23327);(24150,24657);(25128,25971);(26383,26951);(26216,27062);(26845,27572);(28229,28861);(28229,29268);(29155,29839);(29135,30244);(30035,30547);(31288,31865);(31970,32617);(32469,34373);(35776,37669);(37417,38513);(38826,39443);(39387,39916);(39387,41549);(41549,42805);(42805,45554);(45331,45949);(46298,46950);(46648,47643);(47185,47686);(48054,49636);(49270,49770);(49349,50242);(50680,51195);(51352,52044);(52395,53123);(53045,54014);(54014,54979);(55097,55883);(56082,57866);(57866,58555);(58188,58688);(58301,58871);(58188,58688);(58301,59157);(59157,59915);(59843,60403);(59843,60998);(60874,61802);(61802,62748);(63125,63625);(63125,63625);(63125,63625);(64055,64622);(64055,66137);(65861,66817);(66645,67551);(67551,69576);(70835,71431);(71431,72804);(72524,73101);(72524,73466);(73466,73980);(73466,73980);(73879,74754);(75056,75713);(75919,77089);(78334,79584);(79584,80685);(80425,81131);(81851,82359);(82017,83336);(83186,83740);(83661,84587);(84894,85583);(84894,85681);(86029,87136)"
"[{37, 39, 42}]","[]",3,10,"(7089,7600);(9519,10092);(12672,13203);(18335,18838);(22448,22948);(29288,29839);(30890,31543);(36136,37072);(80425,81131);(82168,82669)"
"[{37, 39, 49}]","[]",3,58,"(1677,2233);(7089,7726);(8387,8887);(10481,11376);(11058,11704);(15199,15761);(17326,17884);(17326,17884);(18316,18862);(21451,22105);(21451,22277);(21451,22327);(24150,24657);(25128,25825);(25430,25992);(28229,28776);(28229,29135);(29135,30107);(32978,33478);(33082,33759);(35956,36804);(36547,37170);(36962,37573);(37832,38431);(38881,39443);(39777,40356);(41549,42756);(43731,44499);(48179,49636);(52335,52980);(53509,54122);(53872,54706);(55133,55883);(56082,56893);(56579,57080);(56845,57636);(58231,58834);(58231,58834);(58958,59461);(58958,59461);(59157,59843);(59843,60418);(59843,60553);(60816,61404);(63037,63625);(63037,63677);(63030,63677);(64851,65562);(66988,67551);(67853,68447);(68084,68812);(70835,71431);(71676,72191);(79984,80486);(82168,82669);(84894,85443);(84894,85443);(86029,86815)"
"[{37, 39, 15833}]","[]",3,1,"(76440,76976)"
"[{37, 39, 16011}]","[]",3,2,"(79944,80486);(80425,81131)"
"[{37, 39, 16218}]","[]",3,1,"(84119,84619)"
"[{37, 40, 42}]","[]",3,2,"(36136,36862);(82168,82669)"
"[{37, 40, 49}]","[]",3,25,"(11180,11704);(15199,15761);(24150,24657);(25430,25971);(28229,28861);(28229,28861);(29352,30035);(36136,36804);(36547,37170);(37072,37573);(37832,38381);(39854,40356);(41837,42360);(41963,42679);(43731,44342);(48179,49349);(52431,52980);(55218,55883);(56344,56895);(56579,57547);(59965,60553);(67551,68084);(67551,68447);(68084,68812);(86029,86815)"
"[{37, 42, 49}]","[]",3,1,"(36294,36804)"
"[{38, 39, 40}]","[]",3,2,"(56418,56966);(56416,56966)"
"[{39, 40, 42}]","[]",3,3,"(3,6770);(6676,37847);(72767,88134)"
"[{39, 40, 49}]","[]",3,4,"(4,6770);(6569,10285);(9996,78320);(77906,88128)"
"[{39, 40, 90}]","[]",3,5,"(18945,19445);(39682,40302);(46363,47116);(72959,73459);(75008,75644)"
"[{39, 40, 111}]","[]",3,89,"(18,1371);(2019,2548);(2389,2907);(2506,3036);(2360,2907);(2506,3256);(3426,4834);(4568,5509);(7042,7545);(7268,7816);(7705,8221);(8473,9009);(10771,12260);(12260,13019);(13405,14058);(15454,16457);(16407,17137);(17456,18053);(18999,19746);(20769,21483);(21459,22014);(21459,22014);(22517,23147);(23753,24274);(23753,24274);(25451,25997);(25722,26617);(27288,27897);(27288,28211);(28557,29918);(29720,30335);(31070,31709);(31070,31763);(32208,33293);(32985,34233);(35067,36004);(35803,36364);(35803,36837);(36461,37135);(37673,38513);(38802,39443);(39766,40502);(40610,41900);(42162,42682);(43859,44401);(44151,45205);(44968,45633);(45524,46333);(48133,48779);(49080,50001);(51070,51741);(51070,52066);(52360,53150);(52927,54102);(53784,54439);(54662,55196);(55168,55999);(56335,57104);(56937,57600);(57947,58858);(60296,61088);(60885,61466);(61360,62254);(62051,62842);(62842,63545);(62842,63684);(64085,66086);(65696,66752);(66752,67542);(67695,69720);(70797,71302);(73334,73884);(73334,73967);(73835,74451);(73835,74451);(73835,74779);(74779,75776);(75723,77592);(78497,79177);(79502,80662);(80292,80840);(80759,81259);(81117,81868);(82872,83372);(82966,83475);(83772,84894);(84894,85761);(86006,87034);(87273,88032)"
"[{39, 40, 171}]","[]",3,69,"(28,1586);(1449,2565);(2484,3261);(3627,4753);(4552,5559);(7070,8348);(8179,9325);(9233,9776);(9208,9871);(10480,12394);(12648,13192);(13072,13572);(13766,16572);(16256,17183);(17183,17915);(18224,19871);(20307,21238);(21810,23094);(22839,24041);(24041,24712);(25346,26588);(28603,30371);(30666,31371);(30975,31532);(31197,32070);(31947,32656);(32915,34236);(35195,35872);(36266,38651);(38651,39357);(39764,40784);(40537,41739);(42162,42677);(42162,42787);(42355,42855);(43930,45342);(45557,46333);(47058,47619);(47998,49121);(48855,50267);(50179,50758);(50179,51015);(52995,53998);(55285,55859);(56237,58100);(60210,60981);(61346,62375);(62148,62946);(63275,63783);(64043,65266);(65025,65546);(65259,66755);(67538,69871);(71674,72654);(72272,72775);(72433,73151);(73448,74143);(74964,76519);(76263,76861);(78295,78998);(78582,79082);(78839,80316);(81200,81876);(81200,81876);(82334,82935);(82663,83207);(83207,84377);(84731,85255);(85975,87366)"
"[{39, 40, 176}]","[]",3,1,"(73842,74784)"
"[{39, 40, 226}]","[]",3,10,"(2693,3343);(27474,28337);(31197,31947);(35422,36193);(38780,39550);(47149,47679);(55369,55902);(59387,59906);(59494,59994);(70943,71486)"
"[{39, 40, 272}]","[]",3,1,"(43097,43701)"
"[{39, 40, 287}]","[]",3,1,"(83153,83661)"
"[{39, 40, 311}]","[]",3,1,"(13271,13827)"
"[{39, 40, 372}]","[]",3,1,"(48221,48800)"
"[{39, 40, 390}]","[]",3,4,"(33855,34359);(35221,35876);(42407,42986);(42986,43668)"
"[{39, 40, 648}]","[]",3,1,"(14232,14917)"
"[{39, 40, 770}]","[]",3,1,"(14013,15057)"
"[{39, 40, 807}]","[]",3,1,"(66179,66752)"
"[{39, 40, 1035}]","[]",3,1,"(14013,14903)"
"[{39, 40, 1328}]","[]",3,3,"(11147,11656);(18945,19445);(21696,22250)"
"[{39, 40, 2239}]","[]",3,1,"(31197,32003)"
"[{39, 40, 3150}]","[]",3,1,"(58462,59007)"
"[{39, 40, 5153}]","[]",3,2,"(69991,70512);(70512,71148)"
"[{39, 40, 8979}]","[]",3,3,"(12661,14143);(79947,80553);(81297,81876)"
"[{39, 40, 12926}]","[]",3,1,"(56817,57320)"
"[{39, 40, 12936}]","[]",3,3,"(57911,58796);(59397,59900);(60059,60776)"
"[{39, 40, 13042}]","[]",3,1,"(72764,74944)"
"[{39, 40, 14387}]","[]",3,1,"(51164,52136)"
"[{39, 40, 15833}]","[]",3,1,"(76440,78320)"
"[{39, 40, 16011}]","[]",3,1,"(79944,82211)"
"[{39, 40, 16012}]","[]",3,1,"(79946,82193)"
"[{39, 40, 16218}]","[]",3,1,"(83756,86020)"
"[{39, 40, 16431}]","[]",3,1,"(87449,88140)"
"[{39, 40, 16432}]","[]",3,1,"(87449,88140)"
"[{39, 42, 49}]","[]",3,9,"(4,6380);(6219,6770);(6708,9325);(9156,10285);(9979,10479);(10092,32211);(31919,37847);(72767,78320);(77953,88011)"
"[{39, 42, 111}]","[]",3,14,"(18,806);(705,1371);(3901,4435);(25476,26386);(27456,28067);(29471,29972);(35997,36655);(73967,74779);(76882,77592);(79509,80056);(79729,80515);(81317,81972);(83965,84653);(85030,85649)"
"[{39, 42, 171}]","[]",3,26,"(2484,3261);(3671,4213);(7070,7746);(7373,7895);(7596,8348);(8298,9046);(10533,11082);(15321,15956);(15599,16387);(16644,17183);(18224,19003);(18742,19336);(20576,21238);(21810,22566);(23089,23884);(28603,29357);(31304,31947);(32885,34103);(35195,35872);(36266,36845);(36804,37304);(36845,37610);(75744,76280);(79452,79961);(81061,81876);(81061,81876)"
"[{39, 42, 226}]","[]",3,3,"(2693,3343);(27534,28337);(35422,36193)"
"[{39, 42, 770}]","[]",3,1,"(14231,14804)"
"[{39, 42, 1035}]","[]",3,1,"(14232,14804)"
"[{39, 42, 8979}]","[]",3,3,"(13335,14143);(81098,81612);(81200,82282)"
"[{39, 42, 13042}]","[]",3,1,"(73101,74944)"
"[{39, 42, 15833}]","[]",3,1,"(76440,78320)"
"[{39, 42, 16011}]","[]",3,1,"(79944,82211)"
"[{39, 42, 16012}]","[]",3,3,"(79946,80553);(80163,81478);(81117,82059)"
"[{39, 42, 16218}]","[]",3,1,"(83938,86020)"
"[{39, 42, 16431}]","[]",3,1,"(87449,88134)"
"[{39, 42, 16432}]","[]",3,1,"(87449,88134)"
"[{39, 49, 104}]","[]",3,1,"(55479,55981)"
"[{39, 49, 111}]","[]",3,56,"(117,1115);(2360,2892);(4585,5440);(11627,12373);(15454,15967);(23753,24264);(23753,24264);(25722,26427);(27456,28211);(28557,29256);(29231,29972);(31070,31763);(32362,33071);(33478,34088);(35997,36838);(37709,38209);(40817,41830);(42104,42890);(42890,43528);(44151,44711);(45205,45865);(45593,46150);(49193,49748);(49989,51077);(51416,51954);(52514,53019);(53606,54439);(54439,55196);(55060,55560);(55196,55999);(56335,57014);(57014,57600);(60391,61404);(61360,62207);(63009,63653);(64085,65263);(65355,66086);(65704,66617);(66956,67462);(67195,67695);(68561,69113);(69024,69524);(69100,69720);(70797,71302);(73967,74667);(75038,75776);(75633,76157);(75751,76748);(76446,76995);(79548,80515);(81117,81972);(82472,83014);(82669,83224);(84047,84894);(84894,85515);(84894,85580)"
"[{39, 49, 171}]","[]",3,69,"(28,663);(962,1462);(1779,2565);(2484,3293);(3627,4264);(4727,5423);(7070,8103);(7679,8179);(8298,8874);(10603,11200);(14503,16280);(17069,17915);(18224,19796);(20307,21238);(21810,22853);(22853,23693);(24041,24712);(25346,26435);(26840,27424);(28603,29381);(29129,30117);(29760,30371);(31057,32070);(31947,32885);(32885,34236);(36261,37249);(37072,37726);(38651,39357);(39764,40730);(40730,41627);(42677,43474);(44312,45398);(48130,49121);(49087,50109);(50344,50844);(50344,50844);(52995,53541);(53174,53687);(53494,53998);(56237,57213);(56870,57386);(56907,58005);(58266,58797);(58266,58958);(60340,60840);(63223,63813);(63633,64216);(64039,65266);(65469,66797);(66488,66988);(67717,68639);(68197,68731);(68443,69193);(68926,69436);(69033,69574);(69369,69871);(71796,72297);(71974,72986);(73796,74314);(74964,76386);(76263,76928);(79081,79657);(79389,79961);(79552,80450);(81200,81774);(81200,81876);(83337,84377);(84363,85057);(84731,85492)"
"[{39, 49, 226}]","[]",3,1,"(38780,39550)"
"[{39, 49, 272}]","[]",3,1,"(43017,43699)"
"[{39, 49, 311}]","[]",3,1,"(13271,13791)"
"[{39, 49, 770}]","[]",3,1,"(14013,14804)"
"[{39, 49, 807}]","[]",3,1,"(66055,66575)"
"[{39, 49, 1035}]","[]",3,1,"(14013,14593)"
"[{39, 49, 2239}]","[]",3,1,"(31423,32003)"
"[{39, 49, 8979}]","[]",3,2,"(13335,14143);(79947,80553)"
"[{39, 49, 12936}]","[]",3,2,"(59037,59900);(60217,60776)"
"[{39, 49, 13042}]","[]",3,1,"(72764,74926)"
"[{39, 49, 14387}]","[]",3,1,"(51342,51906)"
"[{39, 49, 15833}]","[]",3,1,"(76440,78220)"
"[{39, 49, 16011}]","[]",3,1,"(79944,82211)"
"[{39, 49, 16012}]","[]",3,2,"(79946,81202);(81117,81807)"
"[{39, 49, 16218}]","[]",3,1,"(83756,86020)"
"[{39, 49, 16431}]","[]",3,1,"(87449,88132)"
"[{39, 49, 16432}]","[]",3,1,"(87449,88132)"
"[{39, 111, 13042}]","[]",3,2,"(73167,73966);(73966,74580)"
"[{39, 111, 15833}]","[]",3,1,"(76440,77480)"
"[{39, 111, 16011}]","[]",3,2,"(79944,80515);(80499,81855)"
"[{39, 111, 16218}]","[]",3,3,"(84092,84894);(84894,85515);(84894,85623)"
"[{39, 111, 16431}]","[]",3,1,"(87449,88022)"
"[{39, 111, 16432}]","[]",3,1,"(87449,88022)"
"[{39, 171, 1035}]","[]",3,1,"(14257,14788)"
"[{39, 171, 16011}]","[]",3,2,"(79944,80450);(81321,81876)"
"[{39, 171, 16218}]","[]",3,2,"(84059,84566);(84194,84731)"
"[{39, 176, 13042}]","[]",3,1,"(74091,74633)"
"[{39, 648, 770}]","[]",3,1,"(14231,15026)"
"[{39, 648, 1035}]","[]",3,1,"(14232,14788)"
"[{39, 770, 1035}]","[]",3,1,"(14013,14903)"
"[{39, 2239, 16011}]","[]",3,1,"(81259,81807)"
"[{39, 8979, 16011}]","[]",3,3,"(79947,80553);(80553,81131);(81297,81982)"
"[{39, 16011, 16012}]","[]",3,1,"(79946,82193)"
"[{39, 16431, 16432}]","[]",3,1,"(87449,88140)"
"[{40, 42, 49}]","[]",3,2,"(4,38167);(72767,88155)"
"[{40, 42, 54}]","[]",3,1,"(77319,77898)"
"[{40, 42, 61}]","[]",3,2,"(23869,24571);(73838,74406)"
"[{40, 42, 66}]","[]",3,21,"(2593,3176);(12213,12737);(12538,13096);(12876,14238);(17045,17999);(17734,18234);(20432,21952);(23429,25480);(27044,27553);(27151,27874);(28097,28632);(30841,32383);(32132,32632);(32186,32819);(34413,36202);(73274,73995);(76756,78731);(80419,80924);(80636,81201);(80816,82081);(84409,85673)"
"[{40, 42, 77}]","[]",3,1,"(23568,24452)"
"[{40, 42, 79}]","[]",3,1,"(20816,21883)"
"[{40, 42, 80}]","[]",3,4,"(2650,3151);(17182,17794);(30965,31470);(30965,31470)"
"[{40, 42, 90}]","[]",3,12,"(8485,9228);(9228,9810);(17548,18086);(27541,28355);(27982,28482);(28341,28844);(35313,35868);(72767,73652);(73424,74951);(74679,75591);(77412,78718);(84710,85308)"
"[{40, 42, 95}]","[]",3,2,"(2534,3056);(31410,31960)"
"[{40, 42, 102}]","[]",3,1,"(20774,21368)"
"[{40, 42, 104}]","[]",3,1,"(16683,18073)"
"[{40, 42, 111}]","[]",3,3,"(705,1371);(84092,84653);(85102,85649)"
"[{40, 42, 157}]","[]",3,1,"(13130,13984)"
"[{40, 42, 171}]","[]",3,8,"(2484,3028);(18224,19003);(20677,21238);(21810,22566);(23236,23778);(28603,29357);(32938,33919);(33514,34034)"
"[{40, 42, 176}]","[]",3,3,"(72790,74899);(81483,82009);(84929,85698)"
"[{40, 42, 201}]","[]",3,1,"(16537,18130)"
"[{40, 42, 226}]","[]",3,18,"(2415,3579);(5898,6539);(6219,6950);(9255,10411);(16861,18160);(20119,20619);(20290,20813);(20468,21772);(23081,24087);(23720,25021);(27143,28553);(30637,32199);(35104,36603);(73269,73880);(73843,75056);(77281,77813);(77560,78434);(84701,86291)"
"[{40, 42, 238}]","[]",3,1,"(27927,28432)"
"[{40, 42, 271}]","[]",3,9,"(13692,14194);(23849,24504);(23811,24877);(27598,28098);(27724,28472);(35364,36186);(73952,74527);(81227,82157);(85165,85970)"
"[{40, 42, 272}]","[]",3,11,"(2645,3393);(13376,13962);(17099,17648);(20794,21445);(23849,24877);(27598,28098);(27803,28580);(31040,31919);(35106,36097);(73716,74816);(85165,85702)"
"[{40, 42, 298}]","[]",3,1,"(20612,21141)"
"[{40, 42, 311}]","[]",3,20,"(2051,2671);(2785,3400);(3017,3518);(3176,3810);(6257,6770);(6381,6983);(8642,10309);(13078,14224);(16370,17056);(17326,18254);(20623,21558);(26892,27984);(31051,31553);(35171,36179);(74079,75103);(77089,77838);(77781,78368);(80608,81197);(84509,85202);(85037,85588)"
"[{40, 42, 321}]","[]",3,1,"(77811,78312)"
"[{40, 42, 353}]","[]",3,6,"(2113,2613);(2232,2732);(2355,2870);(5531,6380);(6006,6506);(6243,6812)"
"[{40, 42, 390}]","[]",3,2,"(33814,34376);(34594,36227)"
"[{40, 42, 406}]","[]",3,2,"(73929,74576);(73926,74732)"
"[{40, 42, 414}]","[]",3,5,"(35226,35889);(35491,36072);(72767,73676);(73648,75050);(84653,85548)"
"[{40, 42, 433}]","[]",3,1,"(27382,28065)"
"[{40, 42, 476}]","[]",3,5,"(9201,10029);(16965,18102);(18787,19397);(81756,82267);(84862,85531)"
"[{40, 42, 498}]","[]",3,1,"(31506,32006)"
"[{40, 42, 545}]","[]",3,2,"(19534,20288);(23535,24433)"
"[{40, 42, 582}]","[]",3,1,"(77323,78042)"
"[{40, 42, 593}]","[]",3,3,"(20439,21102);(20750,21327);(27280,28063)"
"[{40, 42, 648}]","[]",3,1,"(14232,15023)"
"[{40, 42, 652}]","[]",3,1,"(77884,78494)"
"[{40, 42, 676}]","[]",3,1,"(20840,21346)"
"[{40, 42, 750}]","[]",3,1,"(2509,3393)"
"[{40, 42, 767}]","[]",3,1,"(80519,81019)"
"[{40, 42, 770}]","[]",3,1,"(14224,15023)"
"[{40, 42, 809}]","[]",3,3,"(84310,85197);(85151,85668);(85298,85954)"
"[{40, 42, 810}]","[]",3,1,"(84563,85202)"
"[{40, 42, 830}]","[]",3,1,"(16626,17214)"
"[{40, 42, 912}]","[]",3,1,"(24043,24560)"
"[{40, 42, 1035}]","[]",3,1,"(14224,15073)"
"[{40, 42, 1122}]","[]",3,1,"(2829,3540)"
"[{40, 42, 1147}]","[]",3,5,"(5715,6598);(9453,10457);(13424,13924);(13424,13924);(19855,21885)"
"[{40, 42, 1199}]","[]",3,1,"(13176,13744)"
"[{40, 42, 1328}]","[]",3,7,"(425,1243);(7517,8230);(11147,11804);(18813,19804);(25474,25974);(29188,29695);(33022,33881)"
"[{40, 42, 1345}]","[]",3,3,"(8640,9145);(19791,20291);(33815,34326)"
"[{40, 42, 1394}]","[]",3,1,"(20502,21696)"
"[{40, 42, 1594}]","[]",3,1,"(20933,21434)"
"[{40, 42, 1716}]","[]",3,1,"(2304,2965)"
"[{40, 42, 2057}]","[]",3,1,"(16811,17694)"
"[{40, 42, 2209}]","[]",3,3,"(30841,31498);(30841,31498);(30841,31498)"
"[{40, 42, 2239}]","[]",3,10,"(2914,3447);(13381,13962);(17182,18069);(20694,21390);(23937,24640);(27516,28230);(30704,32338);(35403,36298);(73984,74866);(80920,82342)"
"[{40, 42, 2441}]","[]",3,1,"(35304,35902)"
"[{40, 42, 2959}]","[]",3,1,"(81450,82095)"
"[{40, 42, 3617}]","[]",3,1,"(20555,21617)"
"[{40, 42, 3828}]","[]",3,1,"(20832,21332)"
"[{40, 42, 4345}]","[]",3,1,"(73499,74301)"
"[{40, 42, 5283}]","[]",3,2,"(77201,77701);(77281,78012)"
"[{40, 42, 5730}]","[]",3,1,"(81357,82009)"
"[{40, 42, 6129}]","[]",3,1,"(17160,17968)"
"[{40, 42, 7206}]","[]",3,1,"(84707,85300)"
"[{40, 42, 8979}]","[]",3,3,"(11935,14150);(79947,80694);(80302,82285)"
"[{40, 42, 9502}]","[]",3,1,"(16953,17975)"
"[{40, 42, 9556}]","[]",3,1,"(16626,17323)"
"[{40, 42, 9618}]","[]",3,1,"(17441,17968)"
"[{40, 42, 10126}]","[]",3,1,"(20439,20939)"
"[{40, 42, 10171}]","[]",3,1,"(20818,21523)"
"[{40, 42, 10424}]","[]",3,2,"(77753,78253);(77819,78484)"
"[{40, 42, 10612}]","[]",3,1,"(24175,24678)"
"[{40, 42, 13042}]","[]",3,1,"(72767,74951)"
"[{40, 42, 14099}]","[]",3,3,"(80514,81060);(80880,82081);(84672,85180)"
"[{40, 42, 14934}]","[]",3,1,"(81817,82317)"
"[{40, 42, 15579}]","[]",3,2,"(73347,73847);(74023,74644)"
"[{40, 42, 15619}]","[]",3,1,"(74076,74885)"
"[{40, 42, 15833}]","[]",3,1,"(76440,78370)"
"[{40, 42, 16011}]","[]",3,1,"(79944,82306)"
"[{40, 42, 16012}]","[]",3,1,"(79946,82306)"
"[{40, 42, 16156}]","[]",3,1,"(84415,85305)"
"[{40, 42, 16218}]","[]",3,1,"(83756,86020)"
"[{40, 42, 16431}]","[]",3,1,"(87449,88150)"
"[{40, 42, 16432}]","[]",3,1,"(87449,88150)"
"[{40, 49, 50}]","[]",3,6,"(29888,30395);(32219,32938);(71336,71846);(71286,71846);(72282,72901);(78780,79287)"
"[{40, 49, 54}]","[]",3,2,"(76888,77405);(77178,77788)"
"[{40, 49, 61}]","[]",3,8,"(2656,3599);(24008,24691);(38218,38731);(38514,39307);(53906,54862);(54439,55679);(73234,73936);(73838,74406)"
"[{40, 49, 66}]","[]",3,55,"(2369,3339);(12128,12737);(12973,14292);(16861,18195);(19282,19843);(20259,22325);(22454,23165);(22870,23395);(23071,25265);(26573,27937);(27625,29656);(30841,33101);(34413,36202);(35801,36309);(36030,36955);(37095,38083);(37795,38312);(37864,40302);(41121,41654);(42234,43278);(43079,43888);(45873,47115);(46975,47761);(48441,50091);(50822,51506);(51428,52324);(52031,52978);(53788,57323);(56994,57621);(57255,57913);(58325,58977);(59390,59907);(60078,61126);(61946,63291);(62898,63790);(63473,63982);(63743,64373);(64816,65500);(66098,67251);(67065,67572);(67251,68444);(69678,71508);(71082,71583);(71473,72047);(71915,72770);(73159,73990);(73725,74303);(73907,74648);(76904,79073);(79073,79730);(80287,82081);(83698,84226);(83991,84607);(84197,85673);(85907,86672)"
"[{40, 49, 77}]","[]",3,1,"(23536,24452)"
"[{40, 49, 79}]","[]",3,6,"(19544,20493);(20162,20953);(20606,21883);(46919,47646);(47288,48323);(87366,88120)"
"[{40, 49, 80}]","[]",3,8,"(17182,17761);(24252,24995);(25702,26214);(27529,28337);(35417,35968);(63216,63761);(71052,71555);(73771,74559)"
"[{40, 49, 90}]","[]",3,65,"(15,549);(302,807);(1683,2333);(2485,2985);(2866,4074);(5531,6427);(6040,6540);(6248,7023);(6576,7105);(7833,8656);(8368,10353);(10444,11043);(11836,12710);(12912,13530);(12912,14054);(13733,14343);(15284,16439);(16989,18373);(17968,20008);(21134,22400);(22531,23778);(23494,24015);(27280,29230);(30781,31577);(32904,33759);(35090,35631);(35090,36034);(35757,36360);(36034,36721);(36305,36806);(38002,42185);(41898,44652);(44581,49344);(50288,51125);(50778,51291);(50865,52281);(52194,53873);(54553,56048);(55908,56448);(55908,57913);(57913,62252);(61874,62383);(62022,62950);(62703,64679);(64679,65622);(66124,66857);(66601,67102);(66818,67627);(67614,68798);(68660,69574);(70812,72424);(72424,76904);(76670,77291);(77077,79353);(79177,79944);(80168,80696);(80168,80696);(80461,81148);(80852,81472);(81472,82251);(82923,83642);(82923,84305);(84561,85308);(85797,87003);(86627,87459)"
"[{40, 49, 95}]","[]",3,1,"(31410,31960)"
"[{40, 49, 102}]","[]",3,11,"(21131,21637);(39018,39668);(43604,44104);(51134,51756);(58301,59106);(58301,59891);(60158,60904);(70779,71391);(74298,74877);(81238,81887);(84538,85151)"
"[{40, 49, 104}]","[]",3,2,"(16529,18144);(53943,56286)"
"[{40, 49, 111}]","[]",3,23,"(266,812);(528,1042);(4816,5440);(11627,12260);(27456,28211);(29231,29918);(31070,31709);(31070,31763);(36092,36711);(40897,41433);(49247,49748);(55426,55999);(57070,57600);(61646,62146);(64085,65081);(66956,67462);(68561,69113);(70797,71302);(76495,76995);(79777,80484);(81259,81868);(84047,84653);(85027,85580)"
"[{40, 49, 124}]","[]",3,1,"(46783,47717)"
"[{40, 49, 148}]","[]",3,6,"(27413,28032);(46983,47545);(50557,51057);(63066,63609);(66608,67546);(81602,82132)"
"[{40, 49, 157}]","[]",3,4,"(12099,13061);(13440,14057);(13723,14378);(66657,67329)"
"[{40, 49, 171}]","[]",3,41,"(2043,2565);(2484,3028);(7070,7906);(14683,15417);(15632,16132);(18224,19038);(18924,19445);(21810,22414);(24041,24712);(25346,26282);(28603,29381);(29113,29816);(31371,31891);(31947,32500);(31947,32656);(32874,34103);(36303,36886);(38831,39357);(39764,40730);(40948,41527);(44502,45027);(48130,48748);(49121,49668);(49410,50028);(56988,57872);(60340,60840);(64043,64843);(64458,65071);(65849,66400);(66084,66755);(67717,68443);(68693,69193);(69033,69534);(71796,72297);(72433,72986);(74964,76186);(75842,76386);(79081,79657);(79389,79895);(81321,81876);(83587,84377)"
"[{40, 49, 176}]","[]",3,4,"(24003,24514);(35381,35999);(72790,74982);(84982,85698)"
"[{40, 49, 180}]","[]",3,1,"(42997,43523)"
"[{40, 49, 186}]","[]",3,2,"(27436,27936);(41159,41703)"
"[{40, 49, 190}]","[]",3,1,"(2105,2655)"
"[{40, 49, 201}]","[]",3,1,"(16258,18388)"
"[{40, 49, 209}]","[]",3,2,"(2795,3384);(13528,14053)"
"[{40, 49, 226}]","[]",3,27,"(2415,3638);(5895,7086);(9470,10290);(16783,18188);(20468,21727);(23081,23965);(23785,25012);(26952,28895);(30854,32239);(33341,34121);(34948,36603);(38445,39740);(42595,44325);(46749,47989);(50548,51076);(51237,52317);(52016,52516);(55022,56610);(59164,60534);(60076,60576);(62793,64016);(66630,68095);(70335,71731);(72058,72842);(74107,75097);(77307,77940);(84477,86510)"
